runFilename,blockFilename,blockId,sd1,sd2,stimOnset,choiceDuration,leftColor,itiDuration,mu1,leftAnswer,trialId,condition,itiOffset,mu2,rightColor,subjectId,feedbackDuration,runId,isiDuration,rightAnswer,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trialStartWallTime,actualChoiceOnset,actualIsiOffset,actualFeedbackOnset,actualFeedbackOffset,actualItiOnset,trialEndWallTime,actualItiOffset,reward,responseKey.keys,responseKey.corr,actualChoiceOffset,actualIsiOnset,responseTime,actualItiDuration,itiDriftAdjustment,responseKey.rt,session,participant,frameRate,expName,triggerWallTime,date,mriMode,expStartWallTime,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,143.346031904,,,,,,,,,,,,,,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,16.0,2,2,5.81793931269,-7.0,-9.0,1,RS,26.2980445947,-20.0,1,uep017,1,5,1.48010528202,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,,,space,1.32071995735,Sun Aug  5 12:18:19 2018,17.0254740715,20.5349209309,20.5354049206,21.5356960297,21.5359640121,Sun Aug  5 12:18:28 2018,26.3172199726,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,26.2980445947,2,2,6.75556409825,-7.0,-5.0,2,RS,37.919656603,-20.0,1,uep017,1,5,1.86604791008,-20.0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,Sun Aug  5 12:18:28 2018,26.3199219704,30.2149050236,30.2152500153,31.2154490948,31.215626955,Sun Aug  5 12:18:40 2018,37.9471421242,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,37.919656603,2,2,6.44785944621,-7.0,-9.0,3,RS,49.7356387582,-20.0,1,uep017,1,5,2.368122709,-20.0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,Sun Aug  5 12:18:40 2018,37.9494199753,42.3454580307,42.3458371162,43.3460400105,43.3462181091,Sun Aug  5 12:18:52 2018,49.7586910725,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,49.7356387582,2,2,5.82077471692,-7.0,-14.0,4,RS,59.5815343139,-20.0,1,uep017,1,5,1.02512083873,-20.0,0,0,0,0,0,0,0,0,0,3,3,3,,,,,Sun Aug  5 12:18:52 2018,49.7609479427,52.8251559734,52.8255228996,53.8257229328,53.8258979321,Sun Aug  5 12:19:02 2018,59.5908129215,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,59.5815343139,2,2,6.25482842614,-7.0,-4.0,5,RS,71.3049825457,-20.0,1,uep017,1,5,2.4686198057,-20.0,0,0,0,0,0,0,0,0,0,4,4,4,,,,,Sun Aug  5 12:19:02 2018,59.5931150913,64.088588953,64.088932991,65.0891311169,65.0893061161,Sun Aug  5 12:19:13 2018,71.3207468987,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,71.3049825457,2,2,5.19544062947,-7.0,-7.0,6,RS,82.0316694165,-20.0,1,uep017,1,5,2.5312462413,-20.0,0,0,0,0,0,0,0,0,0,5,5,5,,,,,Sun Aug  5 12:19:13 2018,71.323125124,75.885176897,75.8855199814,76.8857190609,76.8858950138,Sun Aug  5 12:19:24 2018,82.052038908,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,82.0316694165,2,2,5.8494730015,-7.0,-7.0,7,RS,93.3676599837,-20.0,1,uep017,1,5,2.48651756572,-20.0,0,0,0,0,0,0,0,0,0,6,6,6,,,,,Sun Aug  5 12:19:24 2018,82.0543019772,86.5656900406,86.5660500526,87.5662441254,87.5664451122,Sun Aug  5 12:19:35 2018,93.3819029331,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,93.3676599837,2,2,6.29526023452,-7.0,-10.0,8,RS,103.968736521,-20.0,1,uep017,1,5,1.30581630237,-20.0,0,0,0,0,0,0,0,0,0,7,7,7,,,,,Sun Aug  5 12:19:35 2018,93.3842020035,96.7126200199,96.712982893,97.7131791115,97.7133541107,Sun Aug  5 12:19:46 2018,103.978795052,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,103.968736521,2,2,5.21148361457,-7.0,-13.0,9,RS,114.745510501,-20.0,1,uep017,1,5,2.56529036547,-20.0,0,0,0,0,0,0,0,0,0,8,8,8,,,,,Sun Aug  5 12:19:46 2018,103.981061935,108.575864077,108.576208115,109.576404095,109.576577902,Sun Aug  5 12:19:57 2018,114.759110928,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,1,4.0,0,114.745510501,2,2,5.47887790081,-7.0,-4.0,10,RS,125.37690169,-20.0,1,uep017,1,5,2.15251328879,-20.0,0,0,0,0,0,0,0,0,0,9,9,9,,,,,Sun Aug  5 12:19:57 2018,114.761369944,118.939582109,118.939920902,119.940115929,119.940289974,Sun Aug  5 12:20:07 2018,125.389764071,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block1.csv,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,131.37690169,2,4,6.4258211351,5.0,5.0,1,SS,143.705148595,-8.0,0,uep017,1,5,2.90242576933,-8.0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,Sun Aug  5 12:20:14 2018,131.413800001,136.335127115,136.335607052,137.335891962,137.336153984,Sun Aug  5 12:20:26 2018,143.716970921,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,143.705148595,2,4,5.07314210265,5.0,5.0,2,SS,153.527948584,-8.0,0,uep017,1,5,1.74965788718,-8.0,0,0,0,0,0,1,1,1,0,1,1,1,,,,,Sun Aug  5 12:20:26 2018,143.719594955,147.49792099,147.498373985,148.498573065,148.498750925,Sun Aug  5 12:20:36 2018,153.547169924,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,153.527948584,2,4,5.91023012397,5.0,5.0,3,SS,163.463627773,-8.0,0,uep017,1,5,1.02544906459,-8.0,0,0,0,0,0,1,1,1,0,2,2,2,,,,,Sun Aug  5 12:20:36 2018,153.549858093,156.610470057,156.610834122,157.611030102,157.611207008,Sun Aug  5 12:20:46 2018,163.47786808,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,163.463627773,2,4,5.09155766266,5.0,5.0,4,SS,174.527661396,-8.0,0,uep017,1,5,2.97247595982,-8.0,0,0,0,0,0,1,1,1,0,3,3,3,,,,,Sun Aug  5 12:20:46 2018,163.480083942,168.475621939,168.47596693,169.47616291,169.476339102,Sun Aug  5 12:20:57 2018,174.541310072,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,174.527661396,2,4,5.29232281512,5.0,5.0,5,SS,184.9226433,-8.0,0,uep017,1,5,2.10265908963,-8.0,0,0,0,0,0,1,1,1,0,4,4,4,,,,,Sun Aug  5 12:20:57 2018,174.543884993,178.672535896,178.672883034,179.673079967,179.673257113,Sun Aug  5 12:21:07 2018,184.93827796,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,184.9226433,2,4,5.86587698795,5.0,5.0,6,SS,195.810387452,-8.0,0,uep017,1,5,2.02186716414,-8.0,0,0,0,0,0,1,1,1,0,5,5,5,,,,,Sun Aug  5 12:21:07 2018,184.940519094,188.986180067,188.986526966,189.986726046,189.986901999,Sun Aug  5 12:21:18 2018,195.819207907,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,195.810387452,2,4,5.2894906915,5.0,5.0,7,SS,206.612129976,-8.0,0,uep017,1,5,2.51225183181,-8.0,0,0,0,0,0,1,1,1,0,6,6,6,,,,,Sun Aug  5 12:21:18 2018,195.821480036,200.366262913,200.36661005,201.366805077,201.36698103,Sun Aug  5 12:21:29 2018,206.632838964,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,206.612129976,2,4,6.53741389045,5.0,5.0,8,SS,217.608824808,-8.0,0,uep017,1,5,1.45928094148,-8.0,0,0,0,0,0,1,1,1,0,7,7,7,,,,,Sun Aug  5 12:21:29 2018,206.635121107,210.130316019,210.130661964,211.130857944,211.13103199,Sun Aug  5 12:21:40 2018,217.61255908,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,217.608824808,2,4,5.31565504972,5.0,5.0,9,SS,228.758505343,-8.0,0,uep017,1,5,2.83402548577,-8.0,0,0,0,0,0,1,1,1,0,8,8,8,,,,,Sun Aug  5 12:21:40 2018,217.61434412,222.476613998,222.47695899,223.477155924,223.477330923,Sun Aug  5 12:21:51 2018,228.776453018,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,2,0,0,228.758505343,2,4,5.37130333556,5.0,5.0,10,SS,238.557164569,-8.0,0,uep017,1,5,1.42735589039,-8.0,0,0,0,0,0,1,1,1,0,9,9,9,,,,,Sun Aug  5 12:21:51 2018,228.778759003,232.240474939,232.240819931,233.241039038,233.241215944,Sun Aug  5 12:22:01 2018,238.573728085,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block2.csv,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block3.csv,3,0,4.0,244.557164569,2,3,5.32954597264,-7.0,-7.0,1,SR,255.768395849,-15.0,7,uep017,1,5,2.88168530756,-15.0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,Sun Aug  5 12:22:07 2018,244.593826056,249.502860069,249.50334692,250.503663063,250.503927946,Sun Aug  5 12:22:18 2018,255.784986973,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block3.csv,3,0,4.0,255.768395849,2,3,6.58062404056,-7.0,-7.0,2,SR,268.086786092,-15.0,7,uep017,1,5,2.73776620191,-15.0,0,0,0,0,0,2,2,2,0,1,1,1,,,,,Sun Aug  5 12:22:18 2018,255.787661076,260.549556017,260.550036907,261.550244093,261.550427914,Sun Aug  5 12:22:30 2018,268.097901106,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
csv/uep017_run5.csv,csv/uep017_run5_block3.csv,3,0,4.0,268.086786092,2,3,5.1992479789,-7.0,-7.0,3,SR,278.490204409,-15.0,7,uep017,1,5,2.20417033827,-11.0,0,0,0,0,0,2,2,2,0,2,2,2,,,,,Sun Aug  5 12:22:30 2018,268.100184917,272.329495907,272.329890966,273.330094099,273.330276012,Sun Aug  5 12:22:41 2018,278.509910107,0,None,0,,,,,,,001,uep017_2,60.0056367447,uncertaintyExperiment,Sun Aug  5 12:18:02 2018,2018_Aug_05_1215,scan,Sun Aug  5 12:15:07 2018,
