subject, run, block, trial, mu1, mu2, r1, r2, choice, reward, RT, cond, trial_onset, choice_onset, feedback_onset 
3,8.0,30.0,4.0,12.0,-2.0,15.0,-2.0,1,15.0,321.068048477,1,163.174181938,163.535314798,165.568312883
3,8.0,30.0,5.0,12.0,-2.0,11.0,-2.0,2,-2.0,500.369787216,1,174.737432957,175.28193593,177.514805794
3,8.0,30.0,6.0,12.0,-2.0,8.0,-2.0,1,8.0,370.795965195,1,185.101308823,185.512254953,186.779004812
3,8.0,30.0,7.0,12.0,-2.0,10.0,-2.0,1,10.0,354.348897934,1,195.448210955,195.842762947,198.575667858
3,8.0,30.0,8.0,12.0,-2.0,9.0,-2.0,2,-2.0,887.095928192,1,207.994619846,208.938946009,211.488498926
3,8.0,30.0,9.0,12.0,-2.0,4.0,-2.0,1,4.0,404.063940048,1,219.458063841,219.902518988,222.002074957
3,8.0,30.0,10.0,12.0,-2.0,23.0,-2.0,1,23.0,1553.92503738,1,230.104928017,231.699061871,234.680347919
3,8.0,31.0,1.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,389.07790184,4,248.051613808,248.477641821,250.127653837
3,8.0,31.0,2.0,-15.0,-17.0,-15.0,-17.0,2,-17.0,387.682914734,4,257.982748985,258.424762011,259.791502953
3,8.0,31.0,3.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,354.608058929,4,267.609337807,268.005476952,270.455017805
3,8.0,31.0,4.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,318.516969681,4,279.690856934,280.051936865,282.801589966
3,8.0,31.0,5.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,487.699985504,4,290.554301977,291.082113981,293.865005016
3,8.0,31.0,6.0,-15.0,-17.0,-15.0,-17.0,nan,0.0,nan,4,301.667656898,nan,305.595142841
3,8.0,31.0,7.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,437.611103058,4,312.248010874,312.725925922,313.776000977
3,8.0,31.0,8.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,337.262868881,4,322.411445856,322.789834976,325.172900915
3,8.0,31.0,9.0,-15.0,-17.0,-15.0,-17.0,1,-15.0,354.001045227,4,333.893112898,334.286399841,336.286263943
3,8.0,31.0,10.0,-15.0,-17.0,-15.0,-17.0,2,-17.0,437.550067902,4,344.388748884,344.866780996,347.799772978
3,8.0,32.0,1.0,-13.0,-2.0,-13.0,2.0,1,-13.0,451.371908188,2,362.306319952,362.794861794,364.344914913
3,8.0,32.0,2.0,-13.0,-2.0,-13.0,1.0,2,1.0,287.638187408,2,372.465753794,372.79201293,373.94212389
3,8.0,32.0,3.0,-13.0,-2.0,-13.0,4.0,2,4.0,1120.64909935,2,382.128154993,383.289074898,385.688805819
3,8.0,32.0,4.0,-13.0,-2.0,-13.0,-2.0,1,-13.0,387.731075287,2,394.041483879,394.469099998,396.902257919
3,8.0,32.0,5.0,-13.0,-2.0,-13.0,-6.0,2,-6.0,1920.50695419,2,405.371482849,407.332287788,408.998896837
3,8.0,32.0,6.0,-13.0,-2.0,-13.0,-1.0,1,-13.0,754.414081573,2,416.519313812,417.312621832,419.793968916
3,8.0,32.0,7.0,-13.0,-2.0,-13.0,-0.0,1,-13.0,383.700847626,2,428.964790821,429.392520905,431.059191942
3,8.0,32.0,8.0,-13.0,-2.0,-13.0,2.0,2,2.0,470.875024796,2,439.928344011,440.439320803,442.205888987
3,8.0,32.0,9.0,-13.0,-2.0,-13.0,-6.0,1,-13.0,404.142856598,2,450.608558893,451.053042889,453.752736807
3,8.0,32.0,10.0,-13.0,-2.0,-13.0,-3.0,2,-3.0,436.919927597,2,461.838702917,462.316387892,464.53281498
4,1.0,1.0,1.0,4.0,22.0,6.0,22.0,1,6.0,1121.29998207,3,17.0370280743,18.194986105,20.2620770931
4,1.0,1.0,2.0,4.0,22.0,6.0,26.0,2,26.0,650.31003952,3,27.3629331589,28.0586681366,31.1252770424
4,1.0,1.0,3.0,4.0,22.0,10.0,11.0,2,11.0,1569.83590126,3,39.7588779926,41.3715541363,44.1211771965
4,1.0,1.0,4.0,4.0,22.0,-0.0,18.0,1,-0.0,654.265165329,3,52.3880820274,53.0848271847,54.7515010834
4,1.0,1.0,5.0,4.0,22.0,3.0,24.0,1,3.0,520.309925079,3,62.7195551395,63.2819530964,65.098470211
4,1.0,1.0,6.0,4.0,22.0,6.0,28.0,2,28.0,537.426948547,3,73.316519022,73.895498991,76.8285710812
4,1.0,1.0,7.0,4.0,22.0,3.0,24.0,2,24.0,655.642032623,3,84.4132931232,85.108946085,86.275755167
4,1.0,1.0,8.0,4.0,22.0,7.0,19.0,2,19.0,504.22000885,3,94.3270630836,94.8728680611,96.3061771393
4,1.0,1.0,9.0,4.0,22.0,2.0,20.0,2,20.0,654.016017914,3,103.857197046,104.553445101,106.236586094
4,1.0,1.0,10.0,4.0,22.0,7.0,19.0,2,19.0,1070.58501244,3,113.870696068,114.983790159,116.683579206
4,1.0,2.0,1.0,13.0,-5.0,15.0,-5.0,1,15.0,1871.56915665,1,130.253174067,132.162142038,133.578972101
4,1.0,2.0,2.0,13.0,-5.0,14.0,-5.0,2,-5.0,517.035007477,1,140.713842154,141.276307106,143.990881205
4,1.0,2.0,3.0,13.0,-5.0,13.0,-5.0,1,13.0,570.827007294,1,152.343135118,152.956199169,155.139845133
4,1.0,2.0,4.0,13.0,-5.0,13.0,-5.0,1,13.0,621.352910995,1,163.523434162,164.18640399,165.56974411
4,1.0,2.0,5.0,13.0,-5.0,8.0,-5.0,1,8.0,704.236030579,1,173.237065077,173.983546019,176.283758163
4,1.0,2.0,6.0,13.0,-5.0,16.0,-5.0,1,16.0,787.033081055,1,184.100830078,184.930397987,186.314028025
4,1.0,2.0,7.0,13.0,-5.0,12.0,-5.0,1,12.0,970.729112625,1,193.814567089,194.82755208,196.711266994
4,1.0,2.0,8.0,13.0,-5.0,18.0,-5.0,1,18.0,587.486982346,1,205.544665098,206.174982071,208.840694189
4,1.0,2.0,9.0,13.0,-5.0,11.0,-5.0,1,11.0,1037.25481033,1,218.241491079,219.32025218,220.553874016
4,1.0,2.0,10.0,13.0,-5.0,7.0,-5.0,2,-5.0,620.537996292,1,228.955346107,229.617648125,230.932668209
4,1.0,3.0,1.0,6.0,-9.0,6.0,-7.0,2,-7.0,1288.29693794,2,244.836963177,246.162615061,248.129427195
4,1.0,3.0,2.0,6.0,-9.0,6.0,-13.0,1,6.0,470.921993256,2,255.214375019,255.726840019,257.091816187
4,1.0,3.0,3.0,6.0,-9.0,6.0,-7.0,1,6.0,787.554979324,2,264.893374205,265.72401309,266.857434034
4,1.0,3.0,4.0,6.0,-9.0,6.0,-13.0,2,-13.0,454.691171646,2,275.59188509,276.087582111,278.737315178
4,1.0,3.0,5.0,6.0,-9.0,6.0,-11.0,1,6.0,570.652961731,2,287.738171101,288.35091114,290.117464066
4,1.0,3.0,6.0,6.0,-9.0,6.0,-4.0,1,6.0,570.419073105,2,299.485061169,300.097417116,301.564101219
4,1.0,3.0,7.0,6.0,-9.0,6.0,-7.0,2,-7.0,570.701122284,2,310.46528101,311.127554178,313.560758114
4,1.0,3.0,8.0,6.0,-9.0,6.0,-12.0,1,6.0,670.808076859,2,321.345468044,322.057779074,324.37256217
4,1.0,3.0,9.0,6.0,-9.0,6.0,-10.0,1,6.0,521.384000778,2,333.49201417,334.054392099,336.270904064
4,1.0,3.0,10.0,6.0,-9.0,6.0,-11.0,2,-11.0,1804.01301384,2,344.572156191,346.417515039,348.733944178
4,1.0,4.0,1.0,5.0,4.0,5.0,4.0,1,5.0,851.469993591,4,361.591548204,362.47956419,363.663084984
4,1.0,4.0,2.0,5.0,4.0,5.0,4.0,2,4.0,570.382833481,4,372.398384094,373.010096073,375.942970037
4,1.0,4.0,3.0,5.0,4.0,5.0,4.0,1,5.0,520.881891251,4,384.094225168,384.656574011,386.839660168
4,1.0,4.0,4.0,5.0,4.0,5.0,4.0,1,5.0,620.61214447,4,395.675260067,396.336693048,398.06994009
4,1.0,4.0,5.0,5.0,4.0,5.0,4.0,1,5.0,654.623985291,4,406.47106719,407.16684103,409.899813175
4,1.0,4.0,6.0,5.0,4.0,5.0,4.0,1,5.0,848.973035812,4,418.967684031,419.863117218,421.912460089
4,1.0,4.0,7.0,5.0,4.0,5.0,4.0,1,5.0,1020.61009407,4,429.347928047,430.409923077,432.443383217
4,1.0,4.0,8.0,5.0,4.0,5.0,4.0,1,5.0,953.68885994,4,440.744738102,441.740370035,444.023342133
4,1.0,4.0,9.0,5.0,4.0,5.0,4.0,1,5.0,787.467002869,4,452.507671118,453.337064028,455.00369215
4,1.0,4.0,10.0,5.0,4.0,5.0,4.0,1,5.0,937.35909462,4,462.871605158,463.850474119,465.483904123
4,2.0,5.0,1.0,-6.0,-7.0,-13.0,-9.0,1,-13.0,1122.02906609,3,17.0289947987,18.1883490086,19.6890478134
4,2.0,5.0,2.0,-6.0,-7.0,-6.0,-3.0,2,-3.0,1070.48296928,3,25.6964588165,26.8025279045,28.1191048622
4,2.0,5.0,3.0,-6.0,-7.0,-2.0,-5.0,2,-5.0,720.737934113,3,35.9384589195,36.699644804,38.4162688255
4,2.0,5.0,4.0,-6.0,-7.0,2.0,-1.0,1,2.0,770.668029785,3,47.317250967,48.1295149326,50.1628539562
4,2.0,5.0,5.0,-6.0,-7.0,-9.0,-7.0,1,-9.0,904.122829437,3,58.0652759075,59.0100288391,61.4597728252
4,2.0,5.0,6.0,-6.0,-7.0,-14.0,-4.0,2,-4.0,1236.94801331,3,69.4463570118,70.7232649326,72.9230098724
4,2.0,5.0,7.0,-6.0,-7.0,-9.0,-9.0,2,-9.0,883.537054062,3,80.7756597996,81.7034649849,84.4364049435
4,2.0,5.0,8.0,-6.0,-7.0,-8.0,-3.0,1,-8.0,670.824050903,3,92.4221220016,93.1334049702,96.0164530277
4,2.0,5.0,9.0,-6.0,-7.0,-13.0,-6.0,2,-6.0,983.823060989,3,103.35252285,104.380298853,105.463493824
4,2.0,5.0,10.0,-6.0,-7.0,-11.0,-12.0,1,-11.0,937.51001358,3,112.732961893,113.710886955,115.977340937
4,2.0,6.0,1.0,-21.0,-5.0,-21.0,2.0,1,-21.0,1172.22809792,2,129.548342943,130.756083965,133.021420956
4,2.0,6.0,2.0,-21.0,-5.0,-21.0,-5.0,2,-5.0,935.885906219,2,140.157745838,141.136489868,142.753359795
4,2.0,6.0,3.0,-21.0,-5.0,-21.0,-15.0,2,-15.0,570.634126663,2,151.471308947,152.08323288,154.133577824
4,2.0,6.0,4.0,-21.0,-5.0,-21.0,-10.0,2,-10.0,703.691005707,2,162.750617981,163.495191813,164.680667877
4,2.0,6.0,5.0,-21.0,-5.0,-21.0,-6.0,2,-6.0,770.934104919,2,172.981770992,173.793745995,175.277513981
4,2.0,6.0,6.0,-21.0,-5.0,-21.0,-4.0,2,-4.0,866.874217987,2,184.178661823,185.090524912,187.672885895
4,2.0,6.0,7.0,-21.0,-5.0,-21.0,-6.0,2,-6.0,820.683956146,2,196.340618849,197.203696012,199.186889887
4,2.0,6.0,8.0,-21.0,-5.0,-21.0,-6.0,2,-6.0,1320.55497169,2,207.055966854,208.417181015,210.582019806
4,2.0,6.0,9.0,-21.0,-5.0,-21.0,-6.0,2,-6.0,737.411975861,2,217.169863939,217.947785854,220.314054012
4,2.0,6.0,10.0,-21.0,-5.0,-21.0,2.0,2,2.0,1670.62711716,2,228.183596849,229.89444685,232.260741949
4,2.0,7.0,1.0,-1.0,12.0,-0.0,12.0,2,12.0,618.477106094,1,246.197287798,246.856293917,249.606428862
4,2.0,7.0,2.0,-1.0,12.0,-2.0,12.0,1,-2.0,720.866918564,1,257.458978891,258.219563007,261.069672823
4,2.0,7.0,3.0,-1.0,12.0,-4.0,12.0,nan,0.0,nan,1,269.104427814,nan,273.765628815
4,2.0,7.0,4.0,-1.0,12.0,-4.0,12.0,2,12.0,1520.47681808,1,279.817415953,281.379627943,283.727711916
4,2.0,7.0,5.0,-1.0,12.0,-2.0,12.0,1,-2.0,654.108047485,1,291.09899497,291.793287992,294.659638882
4,2.0,7.0,6.0,-1.0,12.0,0.0,12.0,2,12.0,653.614044189,1,302.943691015,303.639879942,306.106339931
4,2.0,7.0,7.0,-1.0,12.0,-6.0,12.0,2,12.0,704.001903534,1,314.259460926,315.003413916,317.619554996
4,2.0,7.0,8.0,-1.0,12.0,-0.0,12.0,2,12.0,770.863056183,1,324.705803871,325.51698184,327.266862869
4,2.0,7.0,9.0,-1.0,12.0,-3.0,12.0,2,12.0,908.885955811,1,335.069087982,336.013264894,338.846937895
4,2.0,7.0,10.0,-1.0,12.0,-1.0,12.0,2,12.0,1236.73582077,1,347.29924798,348.577064991,349.760487795
4,2.0,8.0,1.0,-3.0,1.0,-3.0,1.0,1,-3.0,672.451019287,4,362.564020872,363.272760868,366.03923583
4,2.0,8.0,2.0,-3.0,1.0,-3.0,1.0,2,1.0,520.811080933,4,373.809106827,374.369789839,376.98664403
4,2.0,8.0,3.0,-3.0,1.0,-3.0,1.0,2,1.0,637.574911118,4,384.62132287,385.299863815,388.031701803
4,2.0,8.0,4.0,-3.0,1.0,-3.0,1.0,2,1.0,620.890140533,4,396.767967939,397.429858923,399.078624964
4,2.0,8.0,5.0,-3.0,1.0,-3.0,1.0,2,1.0,721.176862717,4,406.931590796,407.693483829,410.510252953
4,2.0,8.0,6.0,-3.0,1.0,-3.0,1.0,2,1.0,603.947877884,4,419.228986025,419.87328887,422.72290802
4,2.0,8.0,7.0,-3.0,1.0,-3.0,1.0,2,1.0,503.86595726,4,430.0425179,430.586869955,432.486776829
4,2.0,8.0,8.0,-3.0,1.0,-3.0,1.0,2,1.0,687.412977219,4,441.339201927,442.066941977,444.799964905
4,2.0,8.0,9.0,-3.0,1.0,-3.0,1.0,2,1.0,687.438011169,4,452.436154842,453.163753986,455.829744816
4,2.0,8.0,10.0,-3.0,1.0,-3.0,1.0,2,1.0,787.511110306,4,463.816072941,464.643867016,465.877240896
4,3.0,9.0,1.0,3.0,-0.0,6.0,-0.0,1,6.0,1021.9039917,1,17.0309178829,18.0896048546,21.0231099129
4,3.0,9.0,2.0,3.0,-0.0,5.0,-0.0,2,-0.0,537.575960159,1,28.6938948631,29.2865140438,30.9536380768
4,3.0,9.0,3.0,3.0,-0.0,9.0,-0.0,1,9.0,987.347841263,1,38.7550120354,39.7833750248,42.2835950851
4,3.0,9.0,4.0,3.0,-0.0,5.0,-0.0,1,5.0,604.662895203,1,50.5350549221,51.1802790165,52.6974339485
4,3.0,9.0,5.0,3.0,-0.0,-3.0,-0.0,1,-3.0,704.185962677,1,61.5151090622,62.2602849007,64.5433909893
4,3.0,9.0,6.0,3.0,-0.0,4.0,-0.0,1,4.0,1020.3139782,1,72.8960289955,73.957048893,75.5736670494
4,3.0,9.0,7.0,3.0,-0.0,8.0,-0.0,1,8.0,888.540029526,1,83.4095039368,84.3373398781,87.0536310673
4,3.0,9.0,8.0,3.0,-0.0,-7.0,-0.0,1,-7.0,720.751047134,1,95.6228640079,96.3839480877,98.8668789864
4,3.0,9.0,9.0,3.0,-0.0,9.0,-0.0,1,9.0,1587.21613884,1,106.869458914,108.497044086,111.013509989
4,3.0,9.0,10.0,3.0,-0.0,3.0,-0.0,1,3.0,720.813035965,1,118.781162977,119.543906927,122.410055876
4,3.0,10.0,1.0,-5.0,-4.0,-1.0,-8.0,2,-8.0,1418.47801208,3,136.647074938,138.105386972,139.372113943
4,3.0,10.0,2.0,-5.0,-4.0,-9.0,-2.0,1,-9.0,554.126024246,3,147.391983032,147.985758066,149.369171858
4,3.0,10.0,3.0,-5.0,-4.0,-4.0,6.0,2,6.0,1703.54104042,3,157.104552031,158.849432945,160.61628294
4,3.0,10.0,4.0,-5.0,-4.0,-6.0,-6.0,2,-6.0,1150.16698837,3,168.034612894,169.229709864,171.91314888
4,3.0,10.0,5.0,-5.0,-4.0,3.0,-5.0,1,3.0,670.881986618,3,180.114588976,180.82634306,182.443408966
4,3.0,10.0,6.0,-5.0,-4.0,-6.0,-3.0,1,-6.0,868.068933487,3,190.977964878,191.889328957,194.472878933
4,3.0,10.0,7.0,-5.0,-4.0,-9.0,-6.0,2,-6.0,1053.97105217,3,202.342268944,203.436567068,205.236505985
4,3.0,10.0,8.0,-5.0,-4.0,-4.0,-1.0,1,-4.0,1303.76601219,3,213.189574957,214.53354001,217.03324604
4,3.0,10.0,9.0,-5.0,-4.0,-6.0,1.0,2,1.0,753.947973251,3,224.235984087,225.030390978,226.213840961
4,3.0,10.0,10.0,-5.0,-4.0,-5.0,-2.0,2,-2.0,737.014055252,3,233.865628958,234.644326925,236.294265985
4,3.0,11.0,1.0,5.0,-3.0,5.0,-9.0,1,5.0,1289.05081749,2,250.530396938,251.856040955,253.289510965
4,3.0,11.0,2.0,5.0,-3.0,5.0,-0.0,2,-0.0,883.467197418,2,261.193856001,262.119827986,264.753406048
4,3.0,11.0,3.0,5.0,-3.0,5.0,-3.0,1,5.0,953.74584198,2,272.404824972,273.399976015,275.283637047
4,3.0,11.0,4.0,5.0,-3.0,5.0,2.0,2,2.0,772.269010544,2,282.668617964,283.480530977,284.64721489
4,3.0,11.0,5.0,5.0,-3.0,5.0,6.0,1,5.0,970.413208008,2,293.099035025,294.110710859,296.04439497
4,3.0,11.0,6.0,5.0,-3.0,5.0,-1.0,1,5.0,733.551979065,2,303.446150064,304.22426796,306.039928913
4,3.0,11.0,7.0,5.0,-3.0,5.0,2.0,1,5.0,1037.52684593,2,314.526232004,315.60453105,317.854809999
4,3.0,11.0,8.0,5.0,-3.0,5.0,2.0,1,5.0,1170.03202438,2,325.273210049,326.484888077,328.768298864
4,3.0,11.0,9.0,5.0,-3.0,5.0,1.0,1,5.0,787.439823151,2,336.986259937,337.814938068,340.648376942
4,3.0,11.0,10.0,5.0,-3.0,5.0,-2.0,2,-2.0,433.749914169,2,348.233296871,348.71190691,351.728551865
4,3.0,12.0,1.0,15.0,-0.0,15.0,-0.0,1,15.0,605.565071106,4,366.24761796,366.889919043,368.640099049
4,3.0,12.0,2.0,15.0,-0.0,15.0,-0.0,2,-0.0,567.212820053,4,376.893430948,377.503673077,380.286588907
4,3.0,12.0,3.0,15.0,-0.0,15.0,-0.0,1,15.0,653.981924057,4,387.69036293,388.38397789,390.283856869
4,3.0,12.0,4.0,15.0,-0.0,15.0,-0.0,1,15.0,637.55106926,4,398.319710016,398.995954037,400.947013855
4,3.0,12.0,5.0,15.0,-0.0,15.0,-0.0,1,15.0,617.043972015,4,409.78334403,410.444273949,413.177231073
4,3.0,12.0,6.0,15.0,-0.0,15.0,-0.0,1,15.0,837.220191956,4,420.896702051,421.774399996,423.307673931
4,3.0,12.0,7.0,15.0,-0.0,15.0,-0.0,1,15.0,604.331016541,4,431.527126074,432.171494961,433.871381998
4,3.0,12.0,8.0,15.0,-0.0,15.0,-0.0,1,15.0,587.476968765,4,443.123662949,443.751057863,444.834891081
4,3.0,12.0,9.0,15.0,-0.0,15.0,-0.0,1,15.0,587.363958359,4,452.803580999,453.432110071,455.598437071
4,3.0,12.0,10.0,15.0,-0.0,15.0,-0.0,1,15.0,437.668085098,4,462.968909025,463.445832014,465.26235199
4,4.0,13.0,1.0,6.0,-11.0,4.0,-11.0,1,4.0,1088.81998062,3,17.0352349281,18.1611299515,20.3115339279
4,4.0,13.0,2.0,6.0,-11.0,6.0,-4.0,2,-4.0,987.332105637,3,27.1154839993,28.1417219639,30.1419789791
4,4.0,13.0,3.0,6.0,-11.0,-5.0,-16.0,1,-5.0,1437.10398674,3,37.6436200142,39.120251894,42.0219209194
4,4.0,13.0,4.0,6.0,-11.0,8.0,-12.0,2,-12.0,920.62997818,3,49.4902369976,50.451969862,52.1356959343
4,4.0,13.0,5.0,6.0,-11.0,6.0,-13.0,2,-13.0,954.003095627,3,60.4037380219,61.4154059887,64.082324028
4,4.0,13.0,6.0,6.0,-11.0,9.0,-14.0,1,9.0,886.944055557,3,71.5845370293,72.5122299194,74.1127839088
4,4.0,13.0,7.0,6.0,-11.0,9.0,-14.0,1,9.0,700.395107269,3,82.7307088375,83.4752600193,85.0097329617
4,4.0,13.0,8.0,6.0,-11.0,-2.0,-9.0,1,-2.0,637.823104858,3,94.1107678413,94.7893638611,97.0890510082
4,4.0,13.0,9.0,6.0,-11.0,11.0,-18.0,1,11.0,1374.96900558,3,104.607728004,106.036143064,107.536107063
4,4.0,13.0,10.0,6.0,-11.0,6.0,-14.0,1,6.0,853.976964951,3,114.571686029,115.466728926,117.049989939
4,4.0,14.0,1.0,2.0,5.0,2.0,5.0,2,5.0,1155.55596352,4,131.052476883,132.245458841,133.311742067
4,4.0,14.0,2.0,2.0,5.0,2.0,5.0,1,2.0,737.107992172,4,141.399582863,142.175698996,144.590620995
4,4.0,14.0,3.0,2.0,5.0,2.0,5.0,2,5.0,800.33493042,4,152.045121908,152.889374971,155.689048052
4,4.0,14.0,4.0,2.0,5.0,2.0,5.0,2,5.0,470.812797546,4,163.59158802,164.102824926,165.667846918
4,4.0,14.0,5.0,2.0,5.0,2.0,5.0,2,5.0,637.83788681,4,173.988947868,174.666460037,177.482832909
4,4.0,14.0,6.0,2.0,5.0,2.0,5.0,2,5.0,554.089069366,4,186.502295971,187.096240997,189.595934868
4,4.0,14.0,7.0,2.0,5.0,2.0,5.0,2,5.0,1454.06889915,4,198.04863596,199.542788029,202.575602055
4,4.0,14.0,8.0,2.0,5.0,2.0,5.0,2,5.0,770.22600174,4,209.645262957,210.456317902,213.489322901
4,4.0,14.0,9.0,2.0,5.0,2.0,5.0,2,5.0,621.026992798,4,222.09175396,222.752809048,224.935919046
4,4.0,14.0,10.0,2.0,5.0,2.0,5.0,2,5.0,733.564853668,4,233.072099924,233.849670887,235.26630187
4,4.0,15.0,1.0,-1.0,7.0,5.0,7.0,1,5.0,1105.70001602,1,249.164073944,250.311543941,252.978564024
4,4.0,15.0,2.0,-1.0,7.0,4.0,7.0,2,7.0,504.148960114,1,259.948829889,260.492017031,262.52518487
4,4.0,15.0,3.0,-1.0,7.0,-1.0,7.0,2,7.0,987.299919128,1,270.493790865,271.522188902,272.605552912
4,4.0,15.0,4.0,-1.0,7.0,-2.0,7.0,2,7.0,604.043006897,1,280.907505989,281.552659988,282.969892979
4,4.0,15.0,5.0,-1.0,7.0,2.0,7.0,2,7.0,570.835113525,1,291.304605961,291.916374922,293.998648882
4,4.0,15.0,6.0,-1.0,7.0,0.0,7.0,2,7.0,685.847997665,1,302.451452971,303.179870844,305.213619947
4,4.0,15.0,7.0,-1.0,7.0,7.0,7.0,2,7.0,587.326049805,1,313.898146868,314.526561022,315.660550833
4,4.0,15.0,8.0,-1.0,7.0,3.0,7.0,2,7.0,1003.67903709,1,324.578655005,325.623441935,327.423365831
4,4.0,15.0,9.0,-1.0,7.0,6.0,7.0,2,7.0,433.974027634,1,335.292757988,335.770642996,337.287246943
4,4.0,15.0,10.0,-1.0,7.0,1.0,7.0,2,7.0,554.300069809,1,345.157683849,345.751152039,347.584316969
4,4.0,16.0,1.0,-10.0,16.0,-10.0,12.0,1,-10.0,451.905965805,2,362.970347881,363.462798834,364.97952795
4,4.0,16.0,2.0,-10.0,16.0,-10.0,17.0,2,17.0,437.691926956,2,372.600189924,373.076477051,375.359781027
4,4.0,16.0,3.0,-10.0,16.0,-10.0,11.0,2,11.0,471.143007278,2,383.112825871,383.623846054,386.389837027
4,4.0,16.0,4.0,-10.0,16.0,-10.0,9.0,2,9.0,766.901016235,2,395.259156942,396.070142984,397.203587055
4,4.0,16.0,5.0,-10.0,16.0,-10.0,19.0,2,19.0,786.900043488,2,405.889205933,406.717247009,407.983893871
4,4.0,16.0,6.0,-10.0,16.0,-10.0,11.0,2,11.0,500.308036804,2,417.169627905,417.713984966,419.247292995
4,4.0,16.0,7.0,-10.0,16.0,-10.0,14.0,2,14.0,487.277984619,2,427.800130844,428.327792883,429.527631044
4,4.0,16.0,8.0,-10.0,16.0,-10.0,20.0,2,20.0,670.64499855,2,437.845450878,438.558079958,441.424435854
4,4.0,16.0,9.0,-10.0,16.0,-10.0,23.0,2,23.0,887.423992157,2,450.67650795,451.604403019,454.087393045
4,4.0,16.0,10.0,-10.0,16.0,-10.0,11.0,2,11.0,554.378986359,2,463.206649065,463.801077843,465.484359026
4,5.0,17.0,1.0,-8.0,-6.0,-5.0,-6.0,1,-5.0,817.581892,3,17.037276983,17.895245075,20.560604096
4,5.0,17.0,2.0,-8.0,-6.0,-11.0,-9.0,2,-9.0,670.857906,3,27.729959011,28.459138155,30.325623035
4,5.0,17.0,3.0,-8.0,-6.0,-12.0,-3.0,1,-12.0,585.997105,3,39.042641163,39.67246604,42.439371109
4,5.0,17.0,4.0,-8.0,-6.0,-15.0,-11.0,1,-15.0,620.748997,3,50.406219006,51.069288969,54.052297115
4,5.0,17.0,5.0,-8.0,-6.0,-11.0,-2.0,2,-2.0,1303.98488,3,62.586062193,63.932177067,66.24862504
4,5.0,17.0,6.0,-8.0,-6.0,-6.0,-13.0,2,-13.0,506.170988,3,73.483160973,74.029425144,75.812638998
4,5.0,17.0,7.0,-8.0,-6.0,-12.0,-7.0,2,-7.0,903.8589,3,84.647128105,85.592710972,88.525664091
4,5.0,17.0,8.0,-8.0,-6.0,-15.0,-9.0,2,-9.0,620.55397,3,96.860448122,97.522727966,99.605880022
4,5.0,17.0,9.0,-8.0,-6.0,-6.0,-2.0,1,-6.0,887.269974,3,108.690334082,109.619042158,112.518977165
4,5.0,17.0,10.0,-8.0,-6.0,-6.0,-14.0,1,-6.0,900.33102,3,121.203850985,122.165740013,123.365781069
4,5.0,18.0,1.0,4.0,-9.0,4.0,-11.0,2,-11.0,1005.347013,2,137.951567173,138.994266987,141.260545969
4,5.0,18.0,2.0,4.0,-9.0,4.0,-12.0,1,4.0,554.273844,2,148.86224699,149.457986116,150.774624109
4,5.0,18.0,3.0,4.0,-9.0,4.0,-1.0,2,-1.0,1003.788948,2,158.99229908,160.038267136,161.421334028
4,5.0,18.0,4.0,4.0,-9.0,4.0,-17.0,1,4.0,684.001207,2,168.489348173,169.217427015,170.769019127
4,5.0,18.0,5.0,4.0,-9.0,4.0,-4.0,1,4.0,450.383902,2,178.286602974,178.783004999,179.883226156
4,5.0,18.0,6.0,4.0,-9.0,4.0,-1.0,2,-1.0,720.7129,2,187.68464613,188.446877956,190.230142117
4,5.0,18.0,7.0,4.0,-9.0,4.0,-15.0,1,4.0,733.639002,2,198.181946039,198.960682154,201.260449171
4,5.0,18.0,8.0,4.0,-9.0,4.0,-9.0,2,-9.0,470.814943,2,209.894910097,210.407245159,213.05698204
4,5.0,18.0,9.0,4.0,-9.0,4.0,-10.0,1,4.0,1387.106895,2,221.0919981,222.520267963,223.637318134
4,5.0,18.0,10.0,4.0,-9.0,4.0,-13.0,1,4.0,720.748901,2,230.589065075,231.351336956,233.067826033
4,5.0,19.0,1.0,11.0,8.0,11.0,8.0,2,8.0,1038.817167,4,248.004072189,249.07971096,250.546408176
4,5.0,19.0,2.0,11.0,8.0,11.0,8.0,1,11.0,504.308939,4,258.298629999,258.843713999,261.160047054
4,5.0,19.0,3.0,11.0,8.0,11.0,8.0,1,11.0,504.75502,4,269.394713163,269.940248013,272.390154123
4,5.0,19.0,4.0,11.0,8.0,11.0,8.0,1,11.0,620.758057,4,280.974893093,281.637010098,282.670049191
4,5.0,19.0,5.0,11.0,8.0,11.0,8.0,1,11.0,454.23007,4,290.438109159,290.934396982,293.60068202
4,5.0,19.0,6.0,11.0,8.0,11.0,8.0,1,11.0,420.826197,4,302.784341097,303.24780798,306.180638075
4,5.0,19.0,7.0,11.0,8.0,11.0,8.0,1,11.0,888.692856,4,313.94877696,314.944282055,317.860584974
